Id,SalePrice
1461,116670.5
1462,168867.9
1463,187165.4
1464,200098.4
1465,188135.9
1466,174020.2
1467,181011.5
1468,162309.8
1469,196172.8
1470,119454.4
1471,185629.2
1472,96377.8
1473,94810.5
1474,143150.4
1475,109876.9
1476,361631.9
1477,251492.3
1478,289295.7
1479,291285.0
1480,492795.9
1481,328452.8
1482,208291.0
1483,183184.2
1484,163850.0
1485,182765.4
1486,193500.0
1487,313066.3
1488,228811.6
1489,193899.6
1490,232741.8
1491,197281.7
1492,94464.6
1493,184636.6
1494,299483.4
1495,294552.7
1496,233449.5
1497,183273.5
1498,170524.8
1499,162129.3
1500,158891.8
1501,180687.4
1502,142163.5
1503,273132.1
1504,240910.9
1505,227034.9
1506,192875.8
1507,255587.4
1508,202904.1
1509,166543.2
1510,147526.4
1511,155187.8
1512,174499.7
1513,154130.1
1514,161173.2
1515,189577.1
1516,157655.5
1517,177112.6
1518,128872.0
1519,215734.2
1520,128101.0
1521,136008.4
1522,177488.0
1523,114630.8
1524,126058.3
1525,125942.4
1526,112895.0
1527,104496.8
1528,136625.8
1529,154470.0
1530,183095.5
1531,105407.3
1532,97951.5
1533,158619.4
1534,122386.7
1535,149032.5
1536,106400.7
1537,60816.9
1538,149192.7
1539,196352.7
1540,100775.9
1541,136112.3
1542,142947.6
1543,183067.2
1544,86237.9
1545,120459.2
1546,134574.7
1547,132681.5
1548,142082.0
1549,118537.2
1550,133056.0
1551,107621.3
1552,141775.5
1553,148628.9
1554,117515.7
1555,165294.0
1556,88569.5
1557,113269.5
1558,101059.9
1559,69185.4
1560,127907.4
1561,127307.3
1562,128465.4
1563,121046.3
1564,157656.3
1565,157548.8
1566,239313.5
1567,79570.3
1568,241513.7
1569,124106.5
1570,138904.9
1571,117835.0
1572,142130.8
1573,243384.9
1574,128513.0
1575,228825.8
1576,253266.6
1577,175784.1
1578,149312.2
1579,147522.0
1580,194739.0
1581,163575.4
1582,125104.6
1583,299744.0
1584,216433.0
1585,136432.8
1586,64513.4
1587,109065.7
1588,157872.0
1589,99465.6
1590,131402.8
1591,96288.7
1592,111034.3
1593,122176.9
1594,125395.4
1595,111422.8
1596,225510.3
1597,197379.5
1598,226964.7
1599,166146.6
1600,157938.5
1601,67046.0
1602,109669.8
1603,77097.3
1604,252816.7
1605,240454.5
1606,164764.4
1607,167795.8
1608,211360.6
1609,178036.6
1610,149918.0
1611,135064.2
1612,167912.1
1613,164147.2
1614,121738.4
1615,95744.2
1616,80578.2
1617,93130.5
1618,124139.3
1619,140560.1
1620,147885.4
1621,138179.2
1622,141286.2
1623,275845.4
1624,216433.0
1625,117378.2
1626,167707.1
1627,194764.1
1628,290473.2
1629,178261.3
1630,356673.6
1631,223393.3
1632,248755.5
1633,166562.0
1634,183259.6
1635,174664.4
1636,152223.1
1637,197702.5
1638,184981.8
1639,186916.6
1640,254114.0
1641,178433.1
1642,249522.9
1643,217014.3
1644,237728.7
1645,205618.1
1646,156725.0
1647,158158.1
1648,131519.2
1649,139927.1
1650,112672.1
1651,119206.7
1652,97232.5
1653,101804.7
1654,140975.7
1655,134710.0
1656,141545.0
1657,146273.4
1658,141520.1
1659,117852.5
1660,156974.8
1661,445185.3
1662,401492.8
1663,373777.9
1664,527774.0
1665,300447.7
1666,324693.5
1667,402733.9
1668,330346.4
1669,311232.2
1670,336206.7
1671,262840.9
1672,438753.6
1673,293338.3
1674,237757.6
1675,198892.6
1676,195773.3
1677,223246.5
1678,486514.5
1679,408372.7
1680,322476.9
1681,238998.4
1682,318360.1
1683,185609.8
1684,172383.3
1685,171038.7
1686,168754.6
1687,167254.3
1688,188877.8
1689,190354.0
1690,194227.8
1691,182465.1
1692,259456.7
1693,165145.2
1694,182818.3
1695,163201.0
1696,266595.5
1697,169993.1
1698,353144.8
1699,324045.1
1700,255929.0
1701,273260.1
1702,247531.7
1703,243196.1
1704,284195.0
1705,229717.0
1706,453589.5
1707,212631.6
1708,201177.3
1709,264471.9
1710,217251.3
1711,272512.0
1712,257871.7
1713,295049.9
1714,233916.1
1715,208696.5
1716,184658.0
1717,171600.8
1718,142641.4
1719,215656.0
1720,243647.9
1721,157449.8
1722,127904.2
1723,153298.6
1724,203599.2
1725,237749.3
1726,191577.5
1727,154587.7
1728,170436.2
1729,173091.8
1730,160326.7
1731,129234.1
1732,129558.1
1733,114679.4
1734,128488.4
1735,120174.5
1736,112490.5
1737,321711.5
1738,256685.3
1739,244377.1
1740,218846.9
1741,191834.3
1742,180426.1
1743,180739.6
1744,344891.5
1745,215774.3
1746,186349.3
1747,218037.3
1748,220520.0
1749,146943.4
1750,126612.4
1751,252607.8
1752,112188.5
1753,154957.5
1754,187228.4
1755,171383.8
1756,132615.6
1757,120549.2
1758,146679.4
1759,170764.6
1760,163110.2
1761,149759.8
1762,184971.3
1763,189146.8
1764,115384.1
1765,176049.0
1766,185626.0
1767,224769.8
1768,141872.5
1769,171970.8
1770,149232.0
1771,127314.4
1772,135383.7
1773,129330.4
1774,144879.7
1775,140726.2
1776,126172.9
1777,110101.1
1778,137655.0
1779,120968.5
1780,173119.9
1781,127922.2
1782,90465.7
1783,145774.4
1784,102691.7
1785,134005.8
1786,144959.2
1787,163244.1
1788,64263.3
1789,101395.4
1790,79505.0
1791,181714.1
1792,161335.9
1793,133437.8
1794,159992.1
1795,136063.9
1796,124960.4
1797,109075.4
1798,122330.8
1799,115752.1
1800,128694.9
1801,127888.6
1802,130159.0
1803,153678.2
1804,140932.4
1805,134139.2
1806,126187.4
1807,135714.0
1808,123886.4
1809,127252.3
1810,137390.7
1811,94671.6
1812,104135.3
1813,126685.9
1814,101161.7
1815,56162.9
1816,104902.5
1817,107692.8
1818,158663.1
1819,127904.4
1820,57190.5
1821,114189.7
1822,153999.0
1823,48217.0
1824,132415.6
1825,139230.9
1826,105530.5
1827,102256.0
1828,135025.2
1829,129129.3
1830,146843.0
1831,153198.4
1832,75900.8
1833,144235.3
1834,114836.4
1835,120485.7
1836,131240.5
1837,90224.8
1838,133265.0
1839,98854.2
1840,149081.4
1841,136753.6
1842,86855.4
1843,131154.9
1844,135442.9
1845,145995.7
1846,154070.9
1847,176484.7
1848,55655.7
1849,111520.2
1850,114084.9
1851,157927.4
1852,120791.5
1853,127370.3
1854,166706.5
1855,150471.0
1856,227638.7
1857,131278.4
1858,139819.0
1859,116975.0
1860,139748.1
1861,118618.1
1862,309362.0
1863,286551.5
1864,286648.0
1865,338170.7
1866,332339.7
1867,217965.5
1868,287454.7
1869,194103.1
1870,224823.3
1871,244857.6
1872,173808.6
1873,248774.3
1874,152415.6
1875,203933.3
1876,205606.1
1877,215888.7
1878,197509.1
1879,130728.4
1880,135537.1
1881,247694.6
1882,246131.7
1883,187897.9
1884,205949.4
1885,235987.8
1886,281947.3
1887,212971.6
1888,263685.4
1889,171745.5
1890,114282.3
1891,128549.4
1892,96611.5
1893,129465.5
1894,127012.8
1895,133710.8
1896,126271.6
1897,112737.9
1898,114545.1
1899,164608.8
1900,148341.6
1901,175999.3
1902,159844.7
1903,216606.0
1904,148324.8
1905,210330.7
1906,155988.3
1907,231097.3
1908,109582.7
1909,128459.9
1910,122201.7
1911,236797.6
1912,370457.8
1913,142689.4
1914,63554.9
1915,315103.5
1916,56135.3
1917,246174.9
1918,137395.1
1919,178681.5
1920,156570.7
1921,390044.5
1922,319427.8
1923,235264.3
1924,236367.5
1925,196309.4
1926,378622.9
1927,133608.5
1928,157177.4
1929,128286.7
1930,124574.9
1931,137264.3
1932,140826.0
1933,185365.5
1934,181748.8
1935,170882.8
1936,200958.8
1937,183934.2
1938,171428.7
1939,225021.1
1940,185128.3
1941,174236.5
1942,179569.5
1943,212064.0
1944,380987.7
1945,402116.9
1946,137606.4
1947,324805.3
1948,177369.9
1949,245818.8
1950,188812.0
1951,243398.9
1952,205699.1
1953,172631.6
1954,186312.4
1955,138236.1
1956,308799.3
1957,154619.2
1958,281016.4
1959,145056.3
1960,112133.9
1961,120884.2
1962,96264.6
1963,102923.1
1964,105459.7
1965,141843.0
1966,139055.0
1967,291203.0
1968,463326.5
1969,386083.0
1970,422623.8
1971,466646.5
1972,376659.8
1973,262390.3
1974,339496.0
1975,576283.6
1976,269739.0
1977,350172.7
1978,348079.5
1979,324343.0
1980,209387.8
1981,338714.4
1982,214480.5
1983,198201.8
1984,171465.3
1985,229637.5
1986,213733.3
1987,182324.0
1988,172738.8
1989,191977.5
1990,208740.4
1991,235644.6
1992,212955.9
1993,166452.3
1994,230207.2
1995,185249.9
1996,246842.5
1997,311056.7
1998,320880.3
1999,267712.0
2000,325071.3
2001,284852.0
2002,241466.4
2003,255040.0
2004,285086.0
2005,218572.5
2006,219676.0
2007,253652.6
2008,217176.0
2009,202376.1
2010,192404.3
2011,142735.6
2012,169447.1
2013,178859.2
2014,187182.9
2015,202709.7
2016,190267.6
2017,191048.4
2018,119223.2
2019,132289.9
2020,101766.9
2021,100689.2
2022,189118.7
2023,148198.0
2024,266890.1
2025,342117.9
2026,173346.1
2027,159768.4
2028,152500.2
2029,173473.5
2030,278335.8
2031,229502.6
2032,254168.2
2033,268606.2
2034,176509.7
2035,227792.6
2036,201291.2
2037,211604.9
2038,319701.3
2039,225686.6
2040,285805.2
2041,320453.0
2042,212018.4
2043,179156.0
2044,174218.5
2045,214203.0
2046,150687.7
2047,147536.1
2048,137943.3
2049,145044.4
2050,176848.5
2051,101449.9
2052,120914.9
2053,144110.1
2054,94629.5
2055,161437.7
2056,145646.1
2057,109709.1
2058,215574.4
2059,128584.4
2060,167907.1
2061,174412.3
2062,127764.8
2063,117228.1
2064,141194.4
2065,123711.2
2066,169944.5
2067,110978.1
2068,151768.2
2069,86809.6
2070,121881.9
2071,95093.0
2072,137693.4
2073,134918.4
2074,184077.7
2075,148181.3
2076,113837.3
2077,159755.5
2078,126023.9
2079,132330.1
2080,120044.8
2081,126694.5
2082,120397.8
2083,148834.7
2084,109477.0
2085,117420.9
2086,110279.5
2087,122321.4
2088,94365.9
2089,79668.8
2090,120000.4
2091,108874.2
2092,122780.8
2093,119961.1
2094,110017.1
2095,149063.7
2096,84395.9
2097,98568.2
2098,160373.1
2099,56219.6
2100,76460.9
2101,104727.0
2102,127213.7
2103,100559.4
2104,138079.3
2105,129004.0
2106,64824.1
2107,191320.5
2108,117009.3
2109,110610.7
2110,131500.1
2111,143032.9
2112,137848.0
2113,117725.3
2114,124455.7
2115,159929.6
2116,118203.7
2117,142514.9
2118,120572.5
2119,119528.0
2120,105884.2
2121,107649.9
2122,119183.2
2123,79102.7
2124,160300.3
2125,124154.3
2126,146675.7
2127,169330.2
2128,130169.9
2129,97051.5
2130,141017.1
2131,145415.3
2132,117361.0
2133,127083.5
2134,122872.2
2135,95271.6
2136,82274.7
2137,107262.0
2138,132946.4
2139,150473.3
2140,138454.3
2141,157964.1
2142,128007.3
2143,151630.0
2144,126028.1
2145,139294.6
2146,182381.0
2147,137993.9
2148,130860.0
2149,150510.2
2150,232543.6
2151,114287.1
2152,178979.5
2153,159706.8
2154,105398.4
2155,141318.0
2156,245569.4
2157,230124.1
2158,239067.7
2159,214586.8
2160,181140.2
2161,231759.6
2162,398883.9
2163,346799.4
2164,247504.0
2165,208242.7
2166,160656.0
2167,226484.7
2168,205507.3
2169,196916.7
2170,218268.1
2171,161767.7
2172,132100.4
2173,166673.4
2174,224865.8
2175,292684.5
2176,311684.6
2177,234809.4
2178,212753.1
2179,135933.8
2180,228862.6
2181,194337.4
2182,228287.9
2183,186655.5
2184,117016.9
2185,126282.8
2186,151777.3
2187,149292.9
2188,150413.4
2189,319089.1
2190,80638.6
2191,80686.8
2192,90399.5
2193,116654.7
2194,103513.3
2195,107697.8
2196,100555.1
2197,116028.6
2198,161269.2
2199,185617.3
2200,144913.2
2201,143296.1
2202,206859.0
2203,138140.5
2204,176870.4
2205,121759.7
2206,139294.4
2207,213295.1
2208,279661.3
2209,261224.9
2210,118249.9
2211,117763.9
2212,119980.9
2213,113908.6
2214,133174.4
2215,101005.1
2216,152000.2
2217,67094.9
2218,75882.2
2219,63856.7
2220,70704.9
2221,315192.1
2222,284244.0
2223,280889.1
2224,209431.0
2225,120157.8
2226,189193.8
2227,190149.8
2228,263857.4
2229,253729.5
2230,152051.5
2231,214768.8
2232,180731.5
2233,181986.3
2234,232043.0
2235,218267.2
2236,255889.5
2237,307106.4
2238,206566.0
2239,113519.4
2240,155028.4
2241,155150.6
2242,124413.3
2243,128213.9
2244,103038.2
2245,100080.8
2246,145199.9
2247,115328.6
2248,122016.2
2249,114323.1
2250,129077.5
2251,107916.0
2252,185307.1
2253,152350.7
2254,177441.2
2255,185119.3
2256,169628.9
2257,211032.3
2258,158150.7
2259,175422.9
2260,154881.7
2261,186769.1
2262,213857.6
2263,388658.1
2264,483897.5
2265,171478.3
2266,311777.7
2267,377827.9
2268,423176.9
2269,150679.2
2270,193921.7
2271,212449.5
2272,195667.0
2273,159483.8
2274,182091.3
2275,158687.9
2276,194051.7
2277,190458.2
2278,148007.0
2279,131542.9
2280,118959.6
2281,161722.7
2282,181378.7
2283,109216.7
2284,118676.9
2285,142970.6
2286,122980.9
2287,371674.4
2288,271381.7
2289,379246.2
2290,461414.9
2291,339408.6
2292,429759.7
2293,499852.8
2294,401827.7
2295,486778.9
2296,292990.0
2297,352614.9
2298,342262.8
2299,361373.5
2300,328731.9
2301,313548.0
2302,253463.6
2303,239174.0
2304,252633.2
2305,196301.2
2306,190537.4
2307,200345.1
2308,221242.4
2309,278250.1
2310,205686.3
2311,206341.1
2312,173407.9
2313,170379.9
2314,178838.0
2315,178573.3
2316,203062.8
2317,193287.1
2318,180686.5
2319,182105.2
2320,179888.7
2321,243296.7
2322,178284.7
2323,191295.4
2324,177012.7
2325,211586.1
2326,174213.3
2327,199500.4
2328,220545.3
2329,193746.9
2330,182100.7
2331,345968.4
2332,389794.7
2333,322670.8
2334,263021.4
2335,269015.0
2336,313878.7
2337,202623.0
2338,268735.1
2339,218230.6
2340,401732.6
2341,217686.8
2342,237480.4
2343,229221.1
2344,226009.7
2345,233856.8
2346,213588.1
2347,201848.4
2348,243293.6
2349,182199.9
2350,324131.1
2351,264350.6
2352,258350.9
2353,252006.0
2354,145962.2
2355,150183.4
2356,146330.8
2357,186305.2
2358,195005.1
2359,134680.9
2360,113706.9
2361,147914.0
2362,265293.1
2363,134118.1
2364,147690.4
2365,212200.0
2366,191185.3
2367,221128.0
2368,215697.4
2369,217791.1
2370,171263.3
2371,171120.9
2372,193930.7
2373,273157.6
2374,303274.1
2375,240540.0
2376,299201.4
2377,351342.8
2378,149473.8
2379,209763.3
2380,150884.9
2381,171302.1
2382,196891.6
2383,205350.5
2384,248866.2
2385,163536.1
2386,134093.3
2387,134996.0
2388,102833.3
2389,118809.5
2390,146468.4
2391,141071.4
2392,116259.9
2393,164531.0
2394,139896.1
2395,208163.9
2396,148545.8
2397,223602.9
2398,129013.4
2399,69799.3
2400,65878.1
2401,122552.3
2402,133616.1
2403,144913.4
2404,155618.5
2405,154660.6
2406,138740.0
2407,124857.9
2408,139570.7
2409,116360.5
2410,170437.6
2411,114085.1
2412,155783.6
2413,127264.8
2414,162906.4
2415,133860.3
2416,129519.9
2417,134335.6
2418,134365.6
2419,123780.9
2420,120252.3
2421,159532.8
2422,108132.5
2423,113949.7
2424,148376.5
2425,194676.9
2426,130458.4
2427,138797.9
2428,171710.1
2429,111461.5
2430,131425.6
2431,110096.8
2432,142130.8
2433,140746.8
2434,139083.5
2435,154658.6
2436,100590.2
2437,107779.6
2438,122601.8
2439,103515.2
2440,123947.3
2441,89278.8
2442,93711.2
2443,133522.9
2444,130396.4
2445,88943.3
2446,144609.3
2447,176625.5
2448,126715.5
2449,111782.6
2450,155874.9
2451,117415.0
2452,194154.1
2453,91676.1
2454,121845.7
2455,113821.2
2456,140623.4
2457,134790.4
